stage,round,length,count,durability,gold,spawnEnd,spawnPeak,catchPairs,firstCatchTile,peak25,peak50,peak75,peakCore,mid2TilePeak,mid2TileDenseSeconds
13,21,768.0,16,30671.385542000637,141,9.86,2,30,0.6124999999999999,3,3,3,2,7,5.051428571428572
13,22,768.0,13,36695.1930230351,141,13.549999999999997,3,7,1.61,2,2,2,2,4,0
13,23,768.0,16,38263.77545327437,152,13.549999999999997,3,13,0.4011184210526321,3,2,2,2,4,0
13,24,768.0,18,46893.774996318236,162,11.27,3,52,0.39375000000000004,3,3,3,3,9,5.1590476190476195
13,25,768.0,15,53271.30905833006,211,13.637999999999998,2,19,1.1340000000000003,2,2,3,2,6,0.6434285714285721
13,26,768.0,19,53816.365117162255,167,11.059999999999999,3,49,0.23624999999999993,3,3,3,2,8,5.906190476190474
13,27,768.0,15,59787.17984340079,161,15.949999999999998,3,7,1.5749999999999993,2,2,2,2,4,0
13,28,768.0,19,63846.56478947378,177,15.95,3,18,0.21552631578947337,3,2,2,2,4,0
13,29,768.0,20,72713.63159519609,179,12.449999999999998,3,58,0.39375000000000004,3,3,3,3,9,5.911904761904761
13,30,768.0,13,146947.09639973074,310,14.049999999999997,2,12,0.42096774193548425,2,2,2,1,5,0
13,31,768.0,21,83454.70019567614,184,12.089999999999998,3,54,0.23624999999999993,3,3,3,3,8,6.410476190476192
13,32,768.0,17,97700.9514238309,182,16.989999999999995,3,14,1.1549999999999971,2,2,2,2,5,0
13,33,768.0,20,95864.27683154395,189,16.989999999999995,3,18,0.21552631578947337,3,2,2,2,4,0
13,34,768.0,22,111877.65795001764,196,13.589999999999998,3,64,0.39375000000000004,3,3,3,3,9,6.759047619047617
13,35,768.0,24,139107.7646434838,283,16.769999999999996,3,61,0.21552631578947337,4,3,2,3,6,0.11571428571428655
13,36,768.0,23,128412.80748668707,201,13.189999999999998,3,57,0.23624999999999993,3,3,3,3,8,6.923809523809517
13,37,768.0,19,153954.69095298866,202,19.249999999999996,3,14,1.0849999999999986,2,2,2,2,5,0
13,38,768.0,23,155039.38963396716,214,19.249999999999996,3,23,0.21552631578947337,3,2,2,2,4,0
13,39,768.0,25,183926.36787785718,222,16.189999999999998,3,77,0.39375000000000004,3,3,3,3,9,6.900476190476187
13,40,768.0,15,313327.4138813099,355,16.25,2,15,0.42096774193548425,2,2,2,1,5,0
14,1,1248.0,8,4055.042483866827,69,8.47,2,0,-1,1,1,1,1,3,0
14,2,1248.0,10,5160.26151886431,84,5.52,3,18,0.21552631578947337,3,2,2,2,3,0
14,3,1248.0,11,7300.433389479112,97,6.54,3,30,0.4310526315789478,3,2,2,2,6,0.7503448275862077
14,4,1248.0,8,5506.066839455346,74,6.699999999999999,2,12,0.23624999999999993,2,2,2,2,4,0
14,5,1248.0,12,9289.537462998542,136,10.149999999999999,2,35,0.24882812499999976,3,2,2,2,4,0
14,6,1248.0,14,8624.740801344653,106,10.69,3,20,0.21552631578947365,2,2,2,2,6,0.12428571428571544
14,7,1248.0,11,8984.294113899825,98,7.119999999999999,3,7,0.21552631578947365,2,2,2,2,3,0
14,8,1248.0,11,10950.09142033624,103,8.629999999999999,3,9,0.31131578947368455,2,2,2,2,4,0
14,9,1248.0,11,11847.788990916662,104,5.699999999999999,3,28,0.20617187500000003,3,2,2,2,3,0
14,10,1248.0,12,37215.94941427962,229,11.510000000000002,2,33,0.2989051094890514,4,3,2,2,5,0
14,11,1248.0,16,14401.285444023077,123,13.11,3,20,0.21552631578947365,2,2,2,2,6,0.2042857142857173
14,12,1248.0,12,14265.256287704891,110,8.399999999999999,3,8,0.21552631578947365,2,2,2,2,3,0
14,13,1248.0,12,17157.247494466057,115,9.87,3,9,0.3412500000000002,2,2,2,2,4,0
14,14,1248.0,12,18546.751459217998,116,6.799999999999999,3,30,0.2346093750000001,3,2,2,2,3,0
14,15,1248.0,11,22983.840409972086,160,10.282,2,9,1.757,2,2,2,2,5,0
14,16,1248.0,19,24149.274243765016,145,15.45,3,24,0.21552631578947365,2,2,2,2,6,0.2842857142857156
14,17,1248.0,14,23093.203642948287,127,9.639999999999999,3,9,0.2634210526315787,2,2,2,2,3,0
14,18,1248.0,15,30104.060857178367,140,12.409999999999998,3,13,0.3711842105263164,2,2,2,2,4,0
14,19,1248.0,14,29582.21527920701,133,8.04,3,40,0.21552631578947337,3,2,2,2,4,0
14,20,1248.0,15,81140.3532294165,279,14.69,2,51,0.2989051094890514,4,3,2,2,6,0.31505494505494624
14,21,1248.0,21,38560.35121861753,162,17.71,3,24,0.21552631578947365,2,2,2,2,6,0.36428571428571743
14,22,1248.0,15,35777.81319745921,139,10.839999999999998,3,10,0.2155263157894739,2,2,2,2,4,0
14,23,1248.0,16,45916.53054392923,152,13.549999999999997,3,13,0.4011184210526321,2,2,2,2,4,0
14,24,1248.0,16,50898.18724319484,154,9.239999999999998,3,56,0.2454605263157896,3,2,2,2,5,0
14,25,1248.0,15,63925.57086999606,211,13.637999999999998,2,23,1.1340000000000003,2,3,2,2,7,2.553773399014787
14,26,1248.0,24,62098.133769681466,184,19.889999999999997,3,29,0.21552631578947337,3,2,2,2,6,0.4442857142857193
14,27,1248.0,17,56435.63811619385,156,11.999999999999998,3,14,0.2155263157894739,2,2,2,2,4,0
14,28,1248.0,19,76615.87774736852,177,15.95,3,18,0.21552631578947337,3,2,2,2,4,0
14,29,1248.0,18,78687.20235476723,171,10.399999999999999,3,69,0.24882812499999976,3,2,2,2,6,0.14142857142857324
14,30,1248.0,18,175697.61526054755,329,17.65,2,73,0.2989051094890514,3,3,3,2,7,1.474725274725273
14,31,1248.0,26,96636.26309837782,201,21.989999999999995,3,30,0.21552631578947337,2,2,2,2,6,0.5242857142857176
14,32,1248.0,19,95590.97782500641,177,13.119999999999997,3,20,0.2155263157894739,2,2,2,2,5,0
14,33,1248.0,20,115037.13219785267,189,16.989999999999995,3,18,0.21552631578947337,3,2,2,2,4,0
14,34,1248.0,19,118446.29909182402,183,11.519999999999998,3,73,0.21552631578947337,3,2,2,2,6,0.8685714285714283
14,35,1248.0,24,166929.31757218044,283,16.769999999999996,3,71,0.21552631578947337,3,3,2,2,7,2.0244334975369505
14,36,1248.0,29,151795.4381036658,223,24.009999999999998,3,35,0.21552631578947337,3,2,2,2,6,0.6042857142857159
14,37,1248.0,21,146862.3962012217,194,14.199999999999998,3,24,0.2155263157894739,2,2,2,2,5,0
14,38,1248.0,23,186047.2675607606,214,19.249999999999996,3,23,0.21552631578947337,3,2,2,2,5,0
14,39,1248.0,22,196419.94830224093,209,12.599999999999998,3,108,0.21552631578947337,4,2,2,2,7,1.817142857142855
14,40,1248.0,21,378229.0481245242,379,20.389999999999997,2,99,0.2989051094890514,3,4,3,2,8,3.060769230769221
15,1,1248.0,9,5739.115536533418,76,5.76,2,15,0.9450000000000008,2,3,3,2,6,1.3780952380952343
15,2,1248.0,6,6109.749638335344,68,5.31,2,5,0.6124999999999999,2,1,1,1,3,0
15,3,1248.0,9,9615.924383717942,92,5.78,2,4,13.195000000000016,2,2,2,2,6,1.5806896551724137
15,4,1248.0,10,8725.403527404833,93,6.08,3,16,0.3696875,2,2,2,2,3,0
15,5,1248.0,12,15721.624496649207,150,11.73,2,8,0.5550781250000009,2,1,2,2,3,0
15,6,1248.0,13,13599.854442541358,112,13.939999999999998,2,10,2.664374999999996,2,3,3,3,6,0.5366995073891658
15,7,1248.0,14,11734.72061519479,109,9.829999999999998,2,45,0.41907894736842066,4,3,2,2,6,0.09197802197801863
15,8,1248.0,10,15559.558475373024,105,10.36,2,10,0.6124999999999999,2,3,2,2,5,0
15,9,1248.0,11,14217.346789099998,104,5.699999999999999,3,28,0.20617187500000003,3,2,2,2,3,0
15,10,1248.0,15,51511.34629229692,255,12.07,3,59,0.23194335937499966,4,3,2,2,5,0
15,11,1248.0,15,21877.97063591263,129,16.319999999999997,2,10,2.664374999999996,2,3,3,3,6,0.5903448275862075
15,12,1248.0,16,19430.10470569708,126,11.064999999999998,2,57,0.41907894736842066,4,3,3,2,6,0.6183882783882773
15,13,1248.0,11,24010.31425873129,117,11.579999999999998,2,11,0.6124999999999999,2,3,2,2,5,0
15,14,1248.0,12,22256.101751061608,116,6.799999999999999,3,30,0.2346093750000001,3,2,2,2,3,0
15,15,1248.0,18,39032.998750301456,204,10.899000000000001,3,80,0.3149999999999999,5,3,2,2,6,1.4001182266009877
15,16,1248.0,18,37513.08314858536,154,19.959999999999997,2,8,2.664374999999996,2,2,2,3,5,0
15,17,1248.0,19,32343.458810039378,148,13.049999999999999,2,83,0.41907894736842066,4,4,3,2,8,3.150146520146521
15,18,1248.0,13,40046.04862294397,137,14.099999999999998,2,13,0.6124999999999999,2,2,2,2,5,0
15,19,1248.0,14,35498.65833504842,133,8.04,3,40,0.21552631578947337,3,2,2,2,4,0
15,20,1248.0,18,111072.83786562257,305,14.129999999999999,3,80,0.23194335937499966,3,3,2,2,5,0
15,21,1248.0,20,58341.25502910034,171,22.159999999999997,2,8,2.664374999999996,2,2,3,3,5,0
15,22,1248.0,21,51409.96542527216,165,14.189999999999998,2,97,0.41907894736842066,4,4,3,2,9,4.027619047619048
15,23,1248.0,14,60645.21635866286,149,15.219999999999997,2,14,0.6124999999999999,2,2,3,2,5,0
15,24,1248.0,16,61077.82469183383,154,9.239999999999998,3,56,0.2454605263157896,3,2,2,2,5,0
15,25,1248.0,23,101106.30926293365,260,13.583999999999998,3,134,0.3149999999999999,5,3,2,2,8,7.116643425539966
15,26,1248.0,23,95652.914824176,196,25.58,2,7,2.664374999999996,2,2,2,3,5,0
15,27,1248.0,24,82434.95277937833,187,16.049999999999997,2,129,0.41907894736842066,4,4,3,2,9,4.622454212454215
15,28,1248.0,17,106622.60445858838,178,19.049999999999997,2,27,0.6124999999999998,2,2,3,2,5,0
15,29,1248.0,18,94424.6428257207,171,10.399999999999999,3,69,0.24882812499999976,3,2,2,2,6,0.14142857142857324
15,30,1248.0,22,248212.81283171914,364,17.83,3,120,0.23194335937499966,3,3,3,2,7,2.7613186813186736
15,31,1248.0,25,145853.13757275086,213,27.599999999999994,2,7,2.6643750000000095,2,2,2,3,5,0
15,32,1248.0,26,127919.44287830031,204,17.095,2,144,0.41907894736842066,4,4,3,3,9,5.365146520146521
15,33,1248.0,18,158810.23583416385,190,20.069999999999997,2,28,0.6124999999999998,2,2,2,3,5,0
15,34,1248.0,19,142135.55891018888,183,11.519999999999998,3,73,0.21552631578947337,3,2,2,2,6,0.8685714285714283
15,35,1248.0,27,234197.99250180877,307,16.064999999999998,3,181,0.3149999999999999,5,4,3,2,9,9.868916256157632
15,36,1248.0,28,232559.3267023626,238,30.799999999999997,2,7,2.6643750000000095,2,2,2,2,5,0
15,37,1248.0,29,200365.9758773558,226,18.83,2,179,0.41907894736842066,4,4,4,3,9,5.761904761904759
15,38,1248.0,20,248952.9356059685,210,22.309999999999995,2,27,0.6124999999999998,2,2,2,3,5,0
15,39,1248.0,22,235703.93796268918,209,12.599999999999998,3,108,0.21552631578947337,4,2,2,2,7,1.817142857142855
15,40,1248.0,26,548559.8998643862,423,21.389999999999997,3,163,0.23194335937499966,3,4,3,2,9,5.463956043956028
